disease,resistance_gene_count,temperature,humidity,soil_moisture,light,risk_level,risk_score
Late Blight,0,15.8,85.3,71.0,571.3,MEDIUM,45.0
Fusarium Wilt,1,15.8,85.3,71.0,571.3,LOW,25.0
Early Blight,0,30.4,67.5,74.8,1182.9,LOW,25.0
Late Blight,1,30.4,67.5,74.8,1182.9,LOW,20.0
Fusarium Wilt,1,30.4,67.5,74.8,1182.9,LOW,25.0
Early Blight,0,22.2,43.8,52.0,1187.7,LOW,12.0
Late Blight,0,22.2,43.8,52.0,1187.7,LOW,10.0
Fusarium Wilt,2,22.2,43.8,52.0,1187.7,LOW,25.0
Early Blight,1,19.8,65.0,38.2,171.3,LOW,35.0
Late Blight,1,19.8,65.0,38.2,171.3,LOW,25.0
Fusarium Wilt,1,19.8,65.0,38.2,171.3,LOW,25.0
Early Blight,1,32.5,72.6,23.4,1009.5,LOW,35.0
Late Blight,1,32.5,72.6,23.4,1009.5,LOW,10.0
Fusarium Wilt,1,32.5,72.6,23.4,1009.5,LOW,15.0
Early Blight,1,34.8,95.2,64.8,538.5,LOW,35.0
Late Blight,0,34.8,95.2,64.8,538.5,LOW,10.0
Fusarium Wilt,1,34.8,95.2,64.8,538.5,MEDIUM,40.0
Early Blight,1,33.1,71.0,60.6,467.1,LOW,35.0
Late Blight,0,33.1,71.0,60.6,467.1,LOW,10.0
Fusarium Wilt,1,33.1,71.0,60.6,467.1,MEDIUM,40.0
Early Blight,0,33.1,65.6,41.0,821.2,LOW,25.0
Late Blight,1,33.1,65.6,41.0,821.2,LOW,20.0
Fusarium Wilt,0,33.1,65.6,41.0,821.2,MEDIUM,40.0
Early Blight,0,26.2,92.2,41.0,936.5,MEDIUM,42.0
Late Blight,2,26.2,92.2,41.0,936.5,LOW,25.0
Fusarium Wilt,2,26.2,92.2,41.0,936.5,MEDIUM,40.0
Early Blight,0,26.1,40.0,54.4,526.4,LOW,12.0
Late Blight,2,26.1,40.0,54.4,526.4,LOW,10.0
Fusarium Wilt,0,26.1,40.0,54.4,526.4,MEDIUM,40.0
Early Blight,1,34.5,75.0,58.6,599.5,LOW,35.0
Late Blight,1,34.5,75.0,58.6,599.5,LOW,20.0
Fusarium Wilt,2,34.5,75.0,58.6,599.5,MEDIUM,40.0
Early Blight,0,29.1,88.6,72.6,1051.5,MEDIUM,42.0
Late Blight,2,29.1,88.6,72.6,1051.5,LOW,10.0
Fusarium Wilt,1,29.1,88.6,72.6,1051.5,LOW,25.0
Early Blight,0,25.2,80.3,71.3,1023.9,MEDIUM,42.0
Late Blight,1,25.2,80.3,71.3,1023.9,LOW,35.0
Fusarium Wilt,1,25.2,80.3,71.3,1023.9,LOW,25.0
Early Blight,1,30.7,82.2,45.2,1095.6,MEDIUM,52.0
Late Blight,0,30.7,82.2,45.2,1095.6,LOW,10.0
Fusarium Wilt,0,30.7,82.2,45.2,1095.6,MEDIUM,40.0
Early Blight,1,32.0,65.1,66.9,408.2,LOW,35.0
Late Blight,1,32.0,65.1,66.9,408.2,LOW,10.0
Fusarium Wilt,1,32.0,65.1,66.9,408.2,MEDIUM,40.0
Early Blight,0,22.2,51.0,48.7,156.5,LOW,25.0
Late Blight,2,22.2,51.0,48.7,156.5,LOW,10.0
Fusarium Wilt,1,22.2,51.0,48.7,156.5,LOW,25.0
Early Blight,1,22.4,33.3,42.0,1189.5,LOW,22.0
Late Blight,1,22.4,33.3,42.0,1189.5,LOW,20.0
Fusarium Wilt,0,22.4,33.3,42.0,1189.5,LOW,25.0
Early Blight,1,16.7,32.5,61.1,1066.2,LOW,22.0
Late Blight,2,16.7,32.5,61.1,1066.2,LOW,10.0
Fusarium Wilt,1,16.7,32.5,61.1,1066.2,LOW,25.0
Early Blight,0,37.4,84.7,60.2,492.9,LOW,25.0
Late Blight,1,37.4,84.7,60.2,492.9,LOW,10.0
Fusarium Wilt,1,37.4,84.7,60.2,492.9,MEDIUM,40.0
Early Blight,0,36.0,97.3,75.6,565.6,LOW,25.0
Late Blight,0,36.0,97.3,75.6,565.6,LOW,10.0
Fusarium Wilt,2,36.0,97.3,75.6,565.6,LOW,25.0
Early Blight,0,18.1,51.7,27.5,648.5,LOW,25.0
Late Blight,1,18.1,51.7,27.5,648.5,LOW,20.0
Fusarium Wilt,1,18.1,51.7,27.5,648.5,LOW,25.0
Early Blight,0,31.2,40.9,82.8,836.3,LOW,12.0
Late Blight,1,31.2,40.9,82.8,836.3,LOW,10.0
Fusarium Wilt,0,31.2,40.9,82.8,836.3,LOW,25.0
Early Blight,0,19.8,32.6,55.2,197.6,LOW,12.0
Late Blight,0,19.8,32.6,55.2,197.6,LOW,10.0
Fusarium Wilt,0,19.8,32.6,55.2,197.6,LOW,25.0
Early Blight,0,20.2,41.9,17.2,1040.0,LOW,12.0
Late Blight,2,20.2,41.9,17.2,1040.0,LOW,10.0
Fusarium Wilt,0,20.2,41.9,17.2,1040.0,LOW,15.0
Early Blight,1,28.4,84.2,11.9,613.2,MEDIUM,52.0
Late Blight,2,28.4,84.2,11.9,613.2,LOW,10.0
Fusarium Wilt,2,28.4,84.2,11.9,613.2,LOW,15.0
Early Blight,0,19.1,38.3,69.4,729.5,LOW,12.0
Late Blight,0,19.1,38.3,69.4,729.5,LOW,10.0
Fusarium Wilt,1,19.1,38.3,69.4,729.5,LOW,25.0
Early Blight,1,36.2,71.5,44.0,586.1,LOW,35.0
Late Blight,0,36.2,71.5,44.0,586.1,LOW,10.0
Fusarium Wilt,1,36.2,71.5,44.0,586.1,MEDIUM,40.0
Early Blight,0,24.3,67.5,61.6,1137.1,LOW,25.0
Late Blight,1,24.3,67.5,61.6,1137.1,LOW,25.0
Fusarium Wilt,2,24.3,67.5,61.6,1137.1,LOW,25.0
Early Blight,0,26.0,77.5,14.7,749.9,MEDIUM,42.0
Late Blight,2,26.0,77.5,14.7,749.9,LOW,25.0
Fusarium Wilt,2,26.0,77.5,14.7,749.9,LOW,15.0
Early Blight,1,37.9,70.2,67.5,237.9,LOW,35.0
Late Blight,0,37.9,70.2,67.5,237.9,LOW,10.0
Fusarium Wilt,0,37.9,70.2,67.5,237.9,MEDIUM,40.0
Early Blight,0,15.7,40.3,86.9,797.9,LOW,12.0
Late Blight,0,15.7,40.3,86.9,797.9,LOW,10.0
Fusarium Wilt,1,15.7,40.3,86.9,797.9,LOW,25.0
Early Blight,1,33.8,37.9,81.3,557.2,LOW,22.0
Late Blight,1,33.8,37.9,81.3,557.2,LOW,10.0
Fusarium Wilt,1,33.8,37.9,81.3,557.2,LOW,25.0
Early Blight,0,36.9,30.1,89.8,921.3,LOW,12.0
Late Blight,1,36.9,30.1,89.8,921.3,LOW,10.0
Fusarium Wilt,1,36.9,30.1,89.8,921.3,LOW,25.0
Early Blight,1,34.5,38.7,64.4,1176.7,LOW,22.0
Late Blight,1,34.5,38.7,64.4,1176.7,LOW,20.0
Fusarium Wilt,1,34.5,38.7,64.4,1176.7,MEDIUM,40.0
Early Blight,1,25.1,58.8,27.7,563.1,LOW,35.0
Late Blight,1,25.1,58.8,27.7,563.1,LOW,20.0
Fusarium Wilt,0,25.1,58.8,27.7,563.1,LOW,25.0
Early Blight,1,22.5,73.2,32.1,544.0,LOW,35.0
Late Blight,2,22.5,73.2,32.1,544.0,LOW,25.0
Fusarium Wilt,1,22.5,73.2,32.1,544.0,LOW,25.0
Early Blight,0,16.4,50.7,41.6,496.5,LOW,25.0
Late Blight,1,16.4,50.7,41.6,496.5,LOW,10.0
Fusarium Wilt,1,16.4,50.7,41.6,496.5,LOW,25.0
Early Blight,0,23.8,63.3,20.3,340.0,LOW,25.0
Late Blight,1,23.8,63.3,20.3,340.0,LOW,35.0
Fusarium Wilt,1,23.8,63.3,20.3,340.0,LOW,15.0
Early Blight,1,29.1,52.8,56.6,273.7,LOW,35.0
Late Blight,1,29.1,52.8,56.6,273.7,LOW,20.0
Fusarium Wilt,0,29.1,52.8,56.6,273.7,MEDIUM,40.0
Early Blight,0,21.9,33.1,27.3,1044.1,LOW,12.0
Late Blight,1,21.9,33.1,27.3,1044.1,LOW,20.0
Fusarium Wilt,0,21.9,33.1,27.3,1044.1,LOW,25.0
Early Blight,0,22.7,34.3,67.8,329.1,LOW,12.0
Late Blight,0,22.7,34.3,67.8,329.1,LOW,10.0
Fusarium Wilt,1,22.7,34.3,67.8,329.1,LOW,25.0
Early Blight,1,27.6,62.7,24.4,1101.7,LOW,35.0
Late Blight,2,27.6,62.7,24.4,1101.7,LOW,25.0
Fusarium Wilt,2,27.6,62.7,24.4,1101.7,LOW,15.0
Early Blight,1,20.8,54.6,40.2,912.8,LOW,35.0
Late Blight,1,20.8,54.6,40.2,912.8,LOW,20.0
Fusarium Wilt,1,20.8,54.6,40.2,912.8,LOW,25.0
Early Blight,0,17.1,47.7,72.5,603.8,LOW,12.0
Late Blight,1,17.1,47.7,72.5,603.8,LOW,20.0
Fusarium Wilt,1,17.1,47.7,72.5,603.8,LOW,25.0
Early Blight,1,15.2,30.9,35.8,368.2,LOW,22.0
Late Blight,2,15.2,30.9,35.8,368.2,LOW,10.0
Fusarium Wilt,1,15.2,30.9,35.8,368.2,LOW,25.0
Early Blight,0,33.5,64.1,14.8,895.4,LOW,25.0
Late Blight,1,33.5,64.1,14.8,895.4,LOW,20.0
Fusarium Wilt,2,33.5,64.1,14.8,895.4,LOW,15.0
Early Blight,1,17.1,34.4,28.3,629.5,LOW,22.0
Late Blight,0,17.1,34.4,28.3,629.5,LOW,10.0
Fusarium Wilt,1,17.1,34.4,28.3,629.5,LOW,25.0
Early Blight,0,16.8,61.0,13.6,838.5,LOW,25.0
Late Blight,2,16.8,61.0,13.6,838.5,LOW,25.0
Fusarium Wilt,2,16.8,61.0,13.6,838.5,LOW,15.0
Early Blight,0,16.2,73.7,62.1,102.5,LOW,25.0
Late Blight,0,16.2,73.7,62.1,102.5,LOW,25.0
Fusarium Wilt,1,16.2,73.7,62.1,102.5,LOW,25.0
Early Blight,1,16.7,94.1,24.3,917.4,LOW,35.0
Late Blight,2,16.7,94.1,24.3,917.4,MEDIUM,45.0
Fusarium Wilt,1,16.7,94.1,24.3,917.4,LOW,15.0
Early Blight,0,24.9,52.8,61.8,1136.6,LOW,25.0
Late Blight,2,24.9,52.8,61.8,1136.6,LOW,10.0
Fusarium Wilt,1,24.9,52.8,61.8,1136.6,LOW,25.0
Early Blight,1,32.0,36.5,73.1,130.0,LOW,22.0
Late Blight,2,32.0,36.5,73.1,130.0,LOW,10.0
Fusarium Wilt,1,32.0,36.5,73.1,130.0,LOW,25.0
Early Blight,0,28.0,31.3,88.6,542.0,LOW,12.0
Late Blight,1,28.0,31.3,88.6,542.0,LOW,10.0
Fusarium Wilt,2,28.0,31.3,88.6,542.0,LOW,25.0
Early Blight,0,18.1,32.5,89.3,355.3,LOW,12.0
Late Blight,1,18.1,32.5,89.3,355.3,LOW,10.0
Fusarium Wilt,2,18.1,32.5,89.3,355.3,LOW,25.0
Early Blight,1,30.1,36.5,63.1,775.3,LOW,22.0
Late Blight,1,30.1,36.5,63.1,775.3,LOW,10.0
Fusarium Wilt,2,30.1,36.5,63.1,775.3,MEDIUM,40.0
Early Blight,1,20.1,36.9,28.2,291.7,LOW,22.0
Late Blight,1,20.1,36.9,28.2,291.7,LOW,10.0
Fusarium Wilt,1,20.1,36.9,28.2,291.7,LOW,25.0
Early Blight,1,31.9,47.3,76.6,552.9,LOW,22.0
Late Blight,2,31.9,47.3,76.6,552.9,LOW,10.0
Fusarium Wilt,1,31.9,47.3,76.6,552.9,LOW,25.0
Early Blight,1,33.5,71.4,44.3,105.5,LOW,35.0
Late Blight,1,33.5,71.4,44.3,105.5,LOW,20.0
Fusarium Wilt,1,33.5,71.4,44.3,105.5,MEDIUM,40.0
Early Blight,1,31.8,69.7,38.5,581.0,LOW,35.0
Late Blight,0,31.8,69.7,38.5,581.0,LOW,10.0
Fusarium Wilt,1,31.8,69.7,38.5,581.0,LOW,25.0
Early Blight,1,30.2,67.4,60.0,295.1,LOW,35.0
Late Blight,2,30.2,67.4,60.0,295.1,LOW,10.0
Fusarium Wilt,1,30.2,67.4,60.0,295.1,MEDIUM,40.0
Early Blight,1,19.1,56.1,86.8,508.0,LOW,35.0
Late Blight,1,19.1,56.1,86.8,508.0,LOW,20.0
Fusarium Wilt,1,19.1,56.1,86.8,508.0,LOW,25.0
Early Blight,0,18.6,83.6,79.8,662.0,LOW,25.0
Late Blight,2,18.6,83.6,79.8,662.0,MEDIUM,45.0
Fusarium Wilt,1,18.6,83.6,79.8,662.0,LOW,25.0
Early Blight,1,23.5,46.9,77.9,867.8,LOW,22.0
Late Blight,0,23.5,46.9,77.9,867.8,LOW,10.0
Fusarium Wilt,0,23.5,46.9,77.9,867.8,LOW,25.0
Early Blight,0,24.1,78.9,63.4,471.9,MEDIUM,42.0
Late Blight,0,24.1,78.9,63.4,471.9,LOW,25.0
Fusarium Wilt,1,24.1,78.9,63.4,471.9,LOW,25.0
Early Blight,1,35.3,69.2,81.1,922.7,LOW,35.0
Late Blight,1,35.3,69.2,81.1,922.7,LOW,10.0
Fusarium Wilt,1,35.3,69.2,81.1,922.7,LOW,25.0
Early Blight,1,36.2,40.2,18.3,622.3,LOW,22.0
Late Blight,1,36.2,40.2,18.3,622.3,LOW,10.0
Fusarium Wilt,0,36.2,40.2,18.3,622.3,LOW,15.0
Early Blight,0,32.1,67.2,28.0,398.6,LOW,25.0
Late Blight,1,32.1,67.2,28.0,398.6,LOW,10.0
Fusarium Wilt,1,32.1,67.2,28.0,398.6,LOW,25.0
Early Blight,0,30.4,31.8,72.8,532.6,LOW,12.0
Late Blight,2,30.4,31.8,72.8,532.6,LOW,10.0
Fusarium Wilt,0,30.4,31.8,72.8,532.6,LOW,25.0
Early Blight,1,32.3,81.6,73.0,184.9,LOW,35.0
Late Blight,0,32.3,81.6,73.0,184.9,LOW,10.0
Fusarium Wilt,1,32.3,81.6,73.0,184.9,LOW,25.0
Early Blight,1,35.6,65.0,25.7,608.1,LOW,35.0
Late Blight,1,35.6,65.0,25.7,608.1,LOW,10.0
Fusarium Wilt,2,35.6,65.0,25.7,608.1,LOW,25.0
Early Blight,1,25.8,41.3,76.4,104.5,LOW,22.0
Late Blight,1,25.8,41.3,76.4,104.5,LOW,20.0
Fusarium Wilt,1,25.8,41.3,76.4,104.5,LOW,25.0
Early Blight,0,31.4,67.8,21.2,905.1,LOW,25.0
Late Blight,1,31.4,67.8,21.2,905.1,LOW,10.0
Fusarium Wilt,1,31.4,67.8,21.2,905.1,LOW,15.0
Early Blight,1,19.5,82.2,72.6,586.2,LOW,35.0
Late Blight,0,19.5,82.2,72.6,586.2,MEDIUM,45.0
Fusarium Wilt,0,19.5,82.2,72.6,586.2,LOW,25.0
Early Blight,1,29.6,56.4,66.2,478.9,LOW,35.0
Late Blight,1,29.6,56.4,66.2,478.9,LOW,20.0
Fusarium Wilt,2,29.6,56.4,66.2,478.9,MEDIUM,40.0
Early Blight,1,36.4,88.5,57.1,1089.2,LOW,35.0
Late Blight,1,36.4,88.5,57.1,1089.2,LOW,10.0
Fusarium Wilt,0,36.4,88.5,57.1,1089.2,MEDIUM,40.0
Early Blight,1,37.8,37.5,61.4,872.8,LOW,22.0
Late Blight,2,37.8,37.5,61.4,872.8,LOW,10.0
Fusarium Wilt,1,37.8,37.5,61.4,872.8,MEDIUM,40.0
Early Blight,1,30.5,58.0,81.1,346.6,LOW,35.0
Late Blight,1,30.5,58.0,81.1,346.6,LOW,20.0
Fusarium Wilt,1,30.5,58.0,81.1,346.6,LOW,25.0
Early Blight,0,23.0,82.6,12.2,541.5,LOW,25.0
Late Blight,1,23.0,82.6,12.2,541.5,MEDIUM,55.0
Fusarium Wilt,0,23.0,82.6,12.2,541.5,LOW,15.0
Early Blight,1,16.9,45.4,31.8,399.1,LOW,22.0
Late Blight,0,16.9,45.4,31.8,399.1,LOW,10.0
Fusarium Wilt,1,16.9,45.4,31.8,399.1,LOW,25.0
Early Blight,0,30.8,66.3,18.0,150.1,LOW,25.0
Late Blight,1,30.8,66.3,18.0,150.1,LOW,20.0
Fusarium Wilt,0,30.8,66.3,18.0,150.1,LOW,15.0
Early Blight,1,34.9,63.6,27.3,181.3,LOW,35.0
Late Blight,1,34.9,63.6,27.3,181.3,LOW,20.0
Fusarium Wilt,2,34.9,63.6,27.3,181.3,LOW,25.0
Early Blight,1,30.1,70.1,62.6,948.8,MEDIUM,52.0
Late Blight,1,30.1,70.1,62.6,948.8,LOW,10.0
Fusarium Wilt,1,30.1,70.1,62.6,948.8,MEDIUM,40.0
Early Blight,0,18.5,68.2,80.5,1038.5,LOW,25.0
Late Blight,1,18.5,68.2,80.5,1038.5,LOW,25.0
Fusarium Wilt,1,18.5,68.2,80.5,1038.5,LOW,25.0
Early Blight,0,35.2,71.0,29.7,258.8,LOW,25.0
Late Blight,1,35.2,71.0,29.7,258.8,LOW,20.0
Fusarium Wilt,0,35.2,71.0,29.7,258.8,LOW,25.0
Early Blight,1,22.0,47.8,22.5,165.9,LOW,22.0
Late Blight,2,22.0,47.8,22.5,165.9,LOW,10.0
Fusarium Wilt,1,22.0,47.8,22.5,165.9,LOW,15.0
Early Blight,0,17.2,86.9,84.3,209.7,LOW,25.0
Late Blight,2,17.2,86.9,84.3,209.7,MEDIUM,45.0
Fusarium Wilt,1,17.2,86.9,84.3,209.7,LOW,25.0
Early Blight,1,31.1,35.9,49.6,323.6,LOW,22.0
Late Blight,0,31.1,35.9,49.6,323.6,LOW,10.0
Fusarium Wilt,1,31.1,35.9,49.6,323.6,MEDIUM,40.0
Early Blight,1,15.4,39.2,82.5,835.9,LOW,22.0
Late Blight,0,15.4,39.2,82.5,835.9,LOW,10.0
Fusarium Wilt,1,15.4,39.2,82.5,835.9,LOW,25.0
Early Blight,1,17.1,39.0,52.7,1036.2,LOW,22.0
Late Blight,2,17.1,39.0,52.7,1036.2,LOW,10.0
Fusarium Wilt,0,17.1,39.0,52.7,1036.2,LOW,25.0
Early Blight,1,29.0,95.9,48.1,661.1,MEDIUM,52.0
Late Blight,2,29.0,95.9,48.1,661.1,LOW,10.0
Fusarium Wilt,1,29.0,95.9,48.1,661.1,MEDIUM,40.0
Early Blight,0,33.1,35.4,83.4,649.2,LOW,12.0
Late Blight,1,33.1,35.4,83.4,649.2,LOW,10.0
Fusarium Wilt,1,33.1,35.4,83.4,649.2,LOW,25.0
Early Blight,0,21.6,47.0,22.1,483.2,LOW,12.0
Late Blight,2,21.6,47.0,22.1,483.2,LOW,10.0
Fusarium Wilt,1,21.6,47.0,22.1,483.2,LOW,15.0
Early Blight,1,16.2,70.6,44.7,828.1,LOW,35.0
Late Blight,2,16.2,70.6,44.7,828.1,LOW,25.0
Fusarium Wilt,2,16.2,70.6,44.7,828.1,LOW,25.0
Early Blight,1,22.4,81.5,49.7,443.1,LOW,35.0
Late Blight,2,22.4,81.5,49.7,443.1,MEDIUM,45.0
Fusarium Wilt,1,22.4,81.5,49.7,443.1,LOW,25.0
Early Blight,1,36.5,61.7,53.4,875.3,LOW,35.0
Late Blight,0,36.5,61.7,53.4,875.3,LOW,10.0
Fusarium Wilt,1,36.5,61.7,53.4,875.3,MEDIUM,40.0
Early Blight,1,26.7,96.8,57.8,1179.3,MEDIUM,52.0
Late Blight,1,26.7,96.8,57.8,1179.3,LOW,25.0
Fusarium Wilt,1,26.7,96.8,57.8,1179.3,MEDIUM,40.0
Early Blight,1,25.4,93.9,83.4,329.0,MEDIUM,52.0
Late Blight,0,25.4,93.9,83.4,329.0,LOW,25.0
Fusarium Wilt,1,25.4,93.9,83.4,329.0,LOW,25.0
Early Blight,0,29.7,35.9,22.5,544.6,LOW,12.0
Late Blight,2,29.7,35.9,22.5,544.6,LOW,10.0
Fusarium Wilt,1,29.7,35.9,22.5,544.6,LOW,15.0
Early Blight,0,26.0,75.1,16.6,1044.9,MEDIUM,42.0
Late Blight,1,26.0,75.1,16.6,1044.9,LOW,25.0
Fusarium Wilt,1,26.0,75.1,16.6,1044.9,LOW,15.0
Early Blight,1,26.7,95.0,43.7,298.0,MEDIUM,52.0
Late Blight,1,26.7,95.0,43.7,298.0,LOW,35.0
Fusarium Wilt,0,26.7,95.0,43.7,298.0,MEDIUM,40.0
Early Blight,0,15.1,73.4,75.0,550.1,LOW,25.0
Late Blight,0,15.1,73.4,75.0,550.1,LOW,25.0
Fusarium Wilt,1,15.1,73.4,75.0,550.1,LOW,25.0
Early Blight,0,18.1,39.6,47.7,285.4,LOW,12.0
Late Blight,2,18.1,39.6,47.7,285.4,LOW,10.0
Fusarium Wilt,1,18.1,39.6,47.7,285.4,LOW,25.0
Early Blight,1,20.3,67.6,24.5,711.7,LOW,35.0
Late Blight,1,20.3,67.6,24.5,711.7,LOW,35.0
Fusarium Wilt,0,20.3,67.6,24.5,711.7,LOW,15.0
Early Blight,1,23.2,71.2,57.6,135.1,LOW,35.0
Late Blight,1,23.2,71.2,57.6,135.1,LOW,25.0
Fusarium Wilt,1,23.2,71.2,57.6,135.1,LOW,25.0
Early Blight,0,17.7,55.4,72.5,875.0,LOW,25.0
Late Blight,2,17.7,55.4,72.5,875.0,LOW,10.0
Fusarium Wilt,0,17.7,55.4,72.5,875.0,LOW,25.0
Early Blight,1,19.5,95.8,85.5,1120.4,LOW,35.0
Late Blight,0,19.5,95.8,85.5,1120.4,MEDIUM,45.0
Fusarium Wilt,1,19.5,95.8,85.5,1120.4,LOW,25.0
Early Blight,1,36.4,49.7,61.2,1129.6,LOW,22.0
Late Blight,1,36.4,49.7,61.2,1129.6,LOW,10.0
Fusarium Wilt,1,36.4,49.7,61.2,1129.6,MEDIUM,40.0
Early Blight,1,20.5,38.7,53.2,1036.6,LOW,22.0
Late Blight,1,20.5,38.7,53.2,1036.6,LOW,10.0
Fusarium Wilt,0,20.5,38.7,53.2,1036.6,LOW,25.0
Early Blight,1,22.6,50.5,59.1,1058.7,LOW,35.0
Late Blight,0,22.6,50.5,59.1,1058.7,LOW,10.0
Fusarium Wilt,1,22.6,50.5,59.1,1058.7,LOW,25.0
Early Blight,0,21.6,67.8,74.0,416.6,LOW,25.0
Late Blight,2,21.6,67.8,74.0,416.6,LOW,25.0
Fusarium Wilt,1,21.6,67.8,74.0,416.6,LOW,25.0
Early Blight,1,27.8,71.5,11.8,344.2,MEDIUM,52.0
Late Blight,0,27.8,71.5,11.8,344.2,LOW,25.0
Fusarium Wilt,1,27.8,71.5,11.8,344.2,LOW,15.0
Early Blight,1,37.9,61.6,56.8,226.9,LOW,35.0
Late Blight,1,37.9,61.6,56.8,226.9,LOW,10.0
Fusarium Wilt,0,37.9,61.6,56.8,226.9,MEDIUM,40.0
Early Blight,0,20.8,92.4,29.2,892.5,LOW,25.0
Late Blight,1,20.8,92.4,29.2,892.5,MEDIUM,45.0
Fusarium Wilt,0,20.8,92.4,29.2,892.5,LOW,25.0
Early Blight,0,36.0,83.3,57.4,436.7,LOW,25.0
Late Blight,1,36.0,83.3,57.4,436.7,LOW,20.0
Fusarium Wilt,0,36.0,83.3,57.4,436.7,MEDIUM,40.0
Early Blight,0,34.2,71.0,44.4,801.4,LOW,25.0
Late Blight,2,34.2,71.0,44.4,801.4,LOW,10.0
Fusarium Wilt,0,34.2,71.0,44.4,801.4,MEDIUM,40.0
Early Blight,1,15.3,34.5,13.9,464.7,LOW,22.0
Late Blight,1,15.3,34.5,13.9,464.7,LOW,10.0
Fusarium Wilt,1,15.3,34.5,13.9,464.7,LOW,15.0
Early Blight,1,16.9,51.6,45.5,202.6,LOW,35.0
Late Blight,1,16.9,51.6,45.5,202.6,LOW,20.0
Fusarium Wilt,0,16.9,51.6,45.5,202.6,LOW,25.0
Early Blight,1,18.2,45.0,11.6,408.4,LOW,22.0
Late Blight,1,18.2,45.0,11.6,408.4,LOW,10.0
Fusarium Wilt,0,18.2,45.0,11.6,408.4,LOW,15.0
Early Blight,0,21.8,50.5,71.9,648.8,LOW,25.0
Late Blight,1,21.8,50.5,71.9,648.8,LOW,10.0
Fusarium Wilt,2,21.8,50.5,71.9,648.8,LOW,25.0
Early Blight,1,19.2,80.6,82.1,291.5,LOW,35.0
Late Blight,2,19.2,80.6,82.1,291.5,MEDIUM,45.0
Fusarium Wilt,1,19.2,80.6,82.1,291.5,LOW,25.0
Early Blight,1,22.1,79.0,37.4,1136.5,LOW,35.0
Late Blight,1,22.1,79.0,37.4,1136.5,LOW,25.0
Fusarium Wilt,2,22.1,79.0,37.4,1136.5,LOW,25.0
Early Blight,0,37.0,93.1,40.7,1017.5,LOW,25.0
Late Blight,2,37.0,93.1,40.7,1017.5,LOW,10.0
Fusarium Wilt,2,37.0,93.1,40.7,1017.5,MEDIUM,40.0
Early Blight,0,20.5,81.9,27.7,258.8,LOW,25.0
Late Blight,1,20.5,81.9,27.7,258.8,MEDIUM,55.0
Fusarium Wilt,2,20.5,81.9,27.7,258.8,LOW,25.0
Early Blight,1,16.9,73.5,83.7,253.2,LOW,35.0
Late Blight,2,16.9,73.5,83.7,253.2,LOW,25.0
Fusarium Wilt,0,16.9,73.5,83.7,253.2,LOW,25.0
Early Blight,1,24.0,91.5,65.2,760.1,MEDIUM,52.0
Late Blight,2,24.0,91.5,65.2,760.1,MEDIUM,45.0
Fusarium Wilt,2,24.0,91.5,65.2,760.1,LOW,25.0
Early Blight,0,18.0,50.5,42.6,695.7,LOW,25.0
Late Blight,1,18.0,50.5,42.6,695.7,LOW,20.0
Fusarium Wilt,2,18.0,50.5,42.6,695.7,LOW,25.0
Early Blight,1,24.3,71.1,48.0,1189.6,MEDIUM,52.0
Late Blight,2,24.3,71.1,48.0,1189.6,LOW,25.0
Fusarium Wilt,2,24.3,71.1,48.0,1189.6,LOW,25.0
Early Blight,1,20.0,87.1,56.9,650.1,LOW,35.0
Late Blight,0,20.0,87.1,56.9,650.1,MEDIUM,45.0
Fusarium Wilt,2,20.0,87.1,56.9,650.1,LOW,25.0
Early Blight,0,24.6,75.7,13.9,734.1,MEDIUM,42.0
Late Blight,1,24.6,75.7,13.9,734.1,LOW,25.0
Fusarium Wilt,2,24.6,75.7,13.9,734.1,LOW,15.0
Early Blight,0,28.9,30.1,61.7,302.2,LOW,12.0
Late Blight,2,28.9,30.1,61.7,302.2,LOW,10.0
Fusarium Wilt,1,28.9,30.1,61.7,302.2,MEDIUM,40.0
Early Blight,0,23.7,78.8,32.5,641.5,LOW,25.0
Late Blight,1,23.7,78.8,32.5,641.5,LOW,25.0
Fusarium Wilt,1,23.7,78.8,32.5,641.5,LOW,25.0
Early Blight,1,28.3,72.3,81.9,349.6,MEDIUM,52.0
Late Blight,0,28.3,72.3,81.9,349.6,LOW,10.0
Fusarium Wilt,1,28.3,72.3,81.9,349.6,LOW,25.0
Early Blight,0,20.4,95.4,62.1,615.6,LOW,25.0
Late Blight,1,20.4,95.4,62.1,615.6,MEDIUM,55.0
Fusarium Wilt,2,20.4,95.4,62.1,615.6,LOW,25.0
Early Blight,1,31.9,87.0,45.5,960.6,MEDIUM,52.0
Late Blight,1,31.9,87.0,45.5,960.6,LOW,10.0
Fusarium Wilt,1,31.9,87.0,45.5,960.6,MEDIUM,40.0
Early Blight,1,36.0,92.6,63.6,1171.4,LOW,35.0
Late Blight,2,36.0,92.6,63.6,1171.4,LOW,10.0
Fusarium Wilt,2,36.0,92.6,63.6,1171.4,MEDIUM,40.0
Early Blight,0,25.8,91.0,43.4,237.5,MEDIUM,42.0
Late Blight,2,25.8,91.0,43.4,237.5,LOW,25.0
Fusarium Wilt,1,25.8,91.0,43.4,237.5,MEDIUM,40.0
Early Blight,1,27.6,57.7,15.9,893.5,LOW,35.0
Late Blight,2,27.6,57.7,15.9,893.5,LOW,10.0
Fusarium Wilt,2,27.6,57.7,15.9,893.5,LOW,15.0
